"LoincNumber","PartNumber","PartTypeName","PartSequenceOrder","PartName"
"34764-1","LP173110-0","Document.TypeOfService","1","Consultation"
"34764-1","LP173061-5","Document.Setting","1","{Setting}"
"34764-1","LP172946-8","Document.SubjectMatterDomain","1","General medicine"
"34765-8","LP173418-7","Document.Kind","1","Note"
"34765-8","LP173061-5","Document.Setting","1","{Setting}"
"34765-8","LP172946-8","Document.SubjectMatterDomain","1","General medicine"
"34766-6","LP173418-7","Document.Kind","1","Note"
"34766-6","LP173051-6","Document.Setting","1","Outpatient"
"34766-6","LP172946-8","Document.SubjectMatterDomain","1","General medicine"
"34767-4","LP173418-7","Document.Kind","1","Note"
"34767-4","LP173061-5","Document.Setting","1","{Setting}"
"34767-4","LP172946-8","Document.SubjectMatterDomain","1","General medicine"
"34767-4","LP173092-0","Document.Role","1","Medical student"
"34768-2","LP173418-7","Document.Kind","1","Note"
"34768-2","LP173061-5","Document.Setting","1","{Setting}"
"34768-2","LP172946-8","Document.SubjectMatterDomain","1","General medicine"
"34768-2","LP173075-5","Document.Role","1","Nurse"
"34769-0","LP173418-7","Document.Kind","1","Note"
"34769-0","LP173061-5","Document.Setting","1","{Setting}"
"34769-0","LP172946-8","Document.SubjectMatterDomain","1","General medicine"
"34769-0","LP173085-4","Document.Role","1","Physician attending"
"34770-8","LP173418-7","Document.Kind","1","Note"
"34770-8","LP173226-4","Document.TypeOfService","1","Transfer summary"
"34770-8","LP173061-5","Document.Setting","1","{Setting}"
"34770-8","LP172946-8","Document.SubjectMatterDomain","1","General medicine"
"34773-2","LP173418-7","Document.Kind","1","Note"
"34773-2","LP173061-5","Document.Setting","1","{Setting}"
"34773-2","LP173028-4","Document.SubjectMatterDomain","1","Surgery"
"34773-2","LP173085-4","Document.Role","1","Physician attending"
"34774-0","LP173418-7","Document.Kind","1","Note"
"34774-0","LP173198-5","Document.TypeOfService","1","History and physical"
"34774-0","LP173061-5","Document.Setting","1","{Setting}"
"34774-0","LP173028-4","Document.SubjectMatterDomain","1","Surgery"
"34776-5","LP173418-7","Document.Kind","1","Note"
"34776-5","LP173110-0","Document.TypeOfService","1","Consultation"
"34776-5","LP173061-5","Document.Setting","1","{Setting}"
"34776-5","LP172947-6","Document.SubjectMatterDomain","1","Geriatric medicine"
"34777-3","LP173418-7","Document.Kind","1","Note"
"34777-3","LP173110-0","Document.TypeOfService","1","Consultation"
"34777-3","LP173061-5","Document.Setting","1","{Setting}"
"34777-3","LP172971-6","Document.SubjectMatterDomain","1","Obstetrics and gynecology"
"34778-1","LP173418-7","Document.Kind","1","Note"
"34778-1","LP173061-5","Document.Setting","1","{Setting}"
"34778-1","LP172971-6","Document.SubjectMatterDomain","1","Obstetrics and gynecology"
"34779-9","LP173418-7","Document.Kind","1","Note"
"34779-9","LP173110-0","Document.TypeOfService","1","Consultation"
"34779-9","LP173061-5","Document.Setting","1","{Setting}"
"34779-9","LP175685-9","Document.SubjectMatterDomain","1","Hematology"
"34779-9","LP175686-7","Document.SubjectMatterDomain","2","Medical Oncology"
"34780-7","LP173418-7","Document.Kind","1","Note"
"34780-7","LP173061-5","Document.Setting","1","{Setting}"
"34780-7","LP175685-9","Document.SubjectMatterDomain","1","Hematology"
"34780-7","LP175686-7","Document.SubjectMatterDomain","2","Medical Oncology"
"34781-5","LP173418-7","Document.Kind","1","Note"
"34781-5","LP173110-0","Document.TypeOfService","1","Consultation"
"34781-5","LP173061-5","Document.Setting","1","{Setting}"
"34781-5","LP172951-8","Document.SubjectMatterDomain","1","Infectious disease"
"34782-3","LP173418-7","Document.Kind","1","Note"
"34782-3","LP173061-5","Document.Setting","1","{Setting}"
"34782-3","LP172951-8","Document.SubjectMatterDomain","1","Infectious disease"
"34783-1","LP173418-7","Document.Kind","1","Note"
"34783-1","LP173110-0","Document.TypeOfService","1","Consultation"
"34783-1","LP173061-5","Document.Setting","1","{Setting}"
"34783-1","LP172954-2","Document.SubjectMatterDomain","1","Kinesiotherapy"
"34784-9","LP173418-7","Document.Kind","1","Note"
"34784-9","LP173061-5","Document.Setting","1","{Setting}"
"34784-9","LP172954-2","Document.SubjectMatterDomain","1","Kinesiotherapy"
"34785-6","LP173418-7","Document.Kind","1","Note"
"34785-6","LP173110-0","Document.TypeOfService","1","Consultation"
"34785-6","LP173061-5","Document.Setting","1","{Setting}"
"34785-6","LP172958-3","Document.SubjectMatterDomain","1","Mental health"
"34786-4","LP173418-7","Document.Kind","1","Note"
"34786-4","LP173061-5","Document.Setting","1","{Setting}"
"34786-4","LP172958-3","Document.SubjectMatterDomain","1","Mental health"
"34787-2","LP173418-7","Document.Kind","1","Note"
"34787-2","LP173113-4","Document.TypeOfService","1","Group counseling"
"34787-2","LP173061-5","Document.Setting","1","{Setting}"
"34787-2","LP172958-3","Document.SubjectMatterDomain","1","Mental health"
"34788-0","LP173418-7","Document.Kind","1","Note"
"34788-0","LP173110-0","Document.TypeOfService","1","Consultation"
"34788-0","LP173061-5","Document.Setting","1","{Setting}"
"34788-0","LP173011-0","Document.SubjectMatterDomain","1","Psychiatry"
"34790-6","LP173418-7","Document.Kind","1","Note"
"34790-6","LP173113-4","Document.TypeOfService","1","Group counseling"
"34790-6","LP173061-5","Document.Setting","1","{Setting}"
"34790-6","LP173011-0","Document.SubjectMatterDomain","1","Psychiatry"
"34791-4","LP173418-7","Document.Kind","1","Note"
"34791-4","LP173110-0","Document.TypeOfService","1","Consultation"
"34791-4","LP173061-5","Document.Setting","1","{Setting}"
"34791-4","LP173012-8","Document.SubjectMatterDomain","1","Psychology"
"34792-2","LP173418-7","Document.Kind","1","Note"
"34792-2","LP173061-5","Document.Setting","1","{Setting}"
"34792-2","LP173012-8","Document.SubjectMatterDomain","1","Psychology"
"34793-0","LP173418-7","Document.Kind","1","Note"
"34793-0","LP173113-4","Document.TypeOfService","1","Group counseling"
"34793-0","LP173061-5","Document.Setting","1","{Setting}"
"34793-0","LP173012-8","Document.SubjectMatterDomain","1","Psychology"
"34794-8","LP173418-7","Document.Kind","1","Note"
"34794-8","LP173061-5","Document.Setting","1","{Setting}"
"34794-8","LP173072-2","Document.Role","1","Interdisciplinary"
"34795-5","LP173418-7","Document.Kind","1","Note"
"34795-5","LP173110-0","Document.TypeOfService","1","Consultation"
"34795-5","LP173061-5","Document.Setting","1","{Setting}"
"34795-5","LP172962-5","Document.SubjectMatterDomain","1","Nephrology"
"34796-3","LP173418-7","Document.Kind","1","Note"
"34796-3","LP173061-5","Document.Setting","1","{Setting}"
"34796-3","LP172962-5","Document.SubjectMatterDomain","1","Nephrology"
"34797-1","LP173418-7","Document.Kind","1","Note"
"34797-1","LP173110-0","Document.TypeOfService","1","Consultation"
"34797-1","LP173061-5","Document.Setting","1","{Setting}"
"34797-1","LP172964-1","Document.SubjectMatterDomain","1","Neurology"
"34798-9","LP173418-7","Document.Kind","1","Note"
"34798-9","LP173110-0","Document.TypeOfService","1","Consultation"
"34798-9","LP173061-5","Document.Setting","1","{Setting}"
"34798-9","LP172963-3","Document.SubjectMatterDomain","1","Neurological surgery"
"34799-7","LP173418-7","Document.Kind","1","Note"
"34799-7","LP173061-5","Document.Setting","1","{Setting}"
"34799-7","LP172963-3","Document.SubjectMatterDomain","1","Neurological surgery"
"34800-3","LP173418-7","Document.Kind","1","Note"
"34800-3","LP173110-0","Document.TypeOfService","1","Consultation"
"34800-3","LP173061-5","Document.Setting","1","{Setting}"
"34800-3","LP172899-9","Document.SubjectMatterDomain","1","Nutrition and dietetics"
"34801-1","LP173418-7","Document.Kind","1","Note"
"34801-1","LP173061-5","Document.Setting","1","{Setting}"
"34801-1","LP172899-9","Document.SubjectMatterDomain","1","Nutrition and dietetics"
"34802-9","LP173418-7","Document.Kind","1","Note"
"34802-9","LP173061-5","Document.Setting","1","{Setting}"
"34802-9","LP172972-4","Document.SubjectMatterDomain","1","Occupational medicine"
"34803-7","LP173418-7","Document.Kind","1","Note"
"34803-7","LP173110-0","Document.TypeOfService","1","Consultation"
"34803-7","LP173061-5","Document.Setting","1","{Setting}"
"34803-7","LP172972-4","Document.SubjectMatterDomain","1","Occupational medicine"
"34805-2","LP173418-7","Document.Kind","1","Note"
"34805-2","LP173110-0","Document.TypeOfService","1","Consultation"
"34805-2","LP173061-5","Document.Setting","1","{Setting}"
"34805-2","LP172901-3","Document.SubjectMatterDomain","1","Oncology"
"34806-0","LP173418-7","Document.Kind","1","Note"
"34806-0","LP173061-5","Document.Setting","1","{Setting}"
"34806-0","LP172901-3","Document.SubjectMatterDomain","1","Oncology"
"34807-8","LP173418-7","Document.Kind","1","Note"
"34807-8","LP173110-0","Document.TypeOfService","1","Consultation"
"34807-8","LP173061-5","Document.Setting","1","{Setting}"
"34807-8","LP172974-0","Document.SubjectMatterDomain","1","Ophthalmology"
"34808-6","LP173418-7","Document.Kind","1","Note"
"34808-6","LP173061-5","Document.Setting","1","{Setting}"
"34808-6","LP172974-0","Document.SubjectMatterDomain","1","Ophthalmology"
"34809-4","LP173418-7","Document.Kind","1","Note"
"34809-4","LP173216-5","Document.TypeOfService","1","Preoperative evaluation and management"
"34809-4","LP173061-5","Document.Setting","1","{Setting}"
"34809-4","LP172974-0","Document.SubjectMatterDomain","1","Ophthalmology"
"34810-2","LP173418-7","Document.Kind","1","Note"
"34810-2","LP173110-0","Document.TypeOfService","1","Consultation"
"34810-2","LP173061-5","Document.Setting","1","{Setting}"
"34810-2","LP172975-7","Document.SubjectMatterDomain","1","Optometry"
"34811-0","LP173418-7","Document.Kind","1","Note"
"34811-0","LP173061-5","Document.Setting","1","{Setting}"
"34811-0","LP172975-7","Document.SubjectMatterDomain","1","Optometry"
"34812-8","LP173418-7","Document.Kind","1","Note"
"34812-8","LP173110-0","Document.TypeOfService","1","Consultation"
"34812-8","LP173061-5","Document.Setting","1","{Setting}"
"34812-8","LP172902-1","Document.SubjectMatterDomain","1","Oral and maxillofacial surgery"
"34813-6","LP173418-7","Document.Kind","1","Note"
"34813-6","LP173061-5","Document.Setting","1","{Setting}"
"34813-6","LP172902-1","Document.SubjectMatterDomain","1","Oral and maxillofacial surgery"
"34814-4","LP173418-7","Document.Kind","1","Note"
"34814-4","LP173110-0","Document.TypeOfService","1","Consultation"
"34814-4","LP173061-5","Document.Setting","1","{Setting}"
"34814-4","LP172978-1","Document.SubjectMatterDomain","1","Orthopaedic surgery"
"34815-1","LP173418-7","Document.Kind","1","Note"
"34815-1","LP173061-5","Document.Setting","1","{Setting}"
"34815-1","LP172978-1","Document.SubjectMatterDomain","1","Orthopaedic surgery"
"34816-9","LP173418-7","Document.Kind","1","Note"
"34816-9","LP173110-0","Document.TypeOfService","1","Consultation"
"34816-9","LP173061-5","Document.Setting","1","{Setting}"
"34816-9","LP172980-7","Document.SubjectMatterDomain","1","Otolaryngology"
"34817-7","LP173418-7","Document.Kind","1","Note"
"34817-7","LP173061-5","Document.Setting","1","{Setting}"
"34817-7","LP172980-7","Document.SubjectMatterDomain","1","Otolaryngology"
"34818-5","LP173418-7","Document.Kind","1","Note"
"34818-5","LP173214-0","Document.TypeOfService","1","Surgical operation"
"34818-5","LP173061-5","Document.Setting","1","{Setting}"
"34818-5","LP172980-7","Document.SubjectMatterDomain","1","Otolaryngology"
"34820-1","LP173418-7","Document.Kind","1","Note"
"34820-1","LP173110-0","Document.TypeOfService","1","Consultation"
"34820-1","LP173061-5","Document.Setting","1","{Setting}"
"34820-1","LP173003-7","Document.SubjectMatterDomain","1","Pharmacology"
"34821-9","LP173418-7","Document.Kind","1","Note"
"34821-9","LP173061-5","Document.Setting","1","{Setting}"
"34821-9","LP173003-7","Document.SubjectMatterDomain","1","Pharmacology"
"34822-7","LP173418-7","Document.Kind","1","Note"
"34822-7","LP173110-0","Document.TypeOfService","1","Consultation"
"34822-7","LP173061-5","Document.Setting","1","{Setting}"
"34822-7","LP173004-5","Document.SubjectMatterDomain","1","Physical medicine and rehab"
"34823-5","LP173418-7","Document.Kind","1","Note"
"34823-5","LP173061-5","Document.Setting","1","{Setting}"
"34823-5","LP173004-5","Document.SubjectMatterDomain","1","Physical medicine and rehab"
"34824-3","LP173418-7","Document.Kind","1","Note"
"34824-3","LP173110-0","Document.TypeOfService","1","Consultation"
"34824-3","LP173061-5","Document.Setting","1","{Setting}"
"34824-3","LP173005-2","Document.SubjectMatterDomain","1","Physical therapy"
"34826-8","LP173418-7","Document.Kind","1","Note"
"34826-8","LP173110-0","Document.TypeOfService","1","Consultation"
"34826-8","LP173061-5","Document.Setting","1","{Setting}"
"34826-8","LP173006-0","Document.SubjectMatterDomain","1","Plastic surgery"
"34827-6","LP173418-7","Document.Kind","1","Note"
"34827-6","LP173061-5","Document.Setting","1","{Setting}"
"34827-6","LP173006-0","Document.SubjectMatterDomain","1","Plastic surgery"
"34828-4","LP173418-7","Document.Kind","1","Note"
"34828-4","LP173110-0","Document.TypeOfService","1","Consultation"
"34828-4","LP173061-5","Document.Setting","1","{Setting}"
"34828-4","LP173008-6","Document.SubjectMatterDomain","1","Podiatry"
"34829-2","LP173418-7","Document.Kind","1","Note"
"34829-2","LP173061-5","Document.Setting","1","{Setting}"
"34829-2","LP173008-6","Document.SubjectMatterDomain","1","Podiatry"
"34830-0","LP173418-7","Document.Kind","1","Note"
"34830-0","LP173061-5","Document.Setting","1","{Setting}"
"34830-0","LP173015-1","Document.SubjectMatterDomain","1","Pulmonary disease"
"34831-8","LP173418-7","Document.Kind","1","Note"
"34831-8","LP173110-0","Document.TypeOfService","1","Consultation"
"34831-8","LP173061-5","Document.Setting","1","{Setting}"
"34831-8","LP173016-9","Document.SubjectMatterDomain","1","Radiation oncology"
"34832-6","LP173418-7","Document.Kind","1","Note"
"34832-6","LP173061-5","Document.Setting","1","{Setting}"
"34832-6","LP173016-9","Document.SubjectMatterDomain","1","Radiation oncology"
"34833-4","LP173418-7","Document.Kind","1","Note"
"34833-4","LP173110-0","Document.TypeOfService","1","Consultation"
"34833-4","LP173061-5","Document.Setting","1","{Setting}"
"34833-4","LP173019-3","Document.SubjectMatterDomain","1","Recreational therapy"
"34834-2","LP173418-7","Document.Kind","1","Note"
"34834-2","LP173061-5","Document.Setting","1","{Setting}"
"34834-2","LP173019-3","Document.SubjectMatterDomain","1","Recreational therapy"
"34837-5","LP173418-7","Document.Kind","1","Note"
"34837-5","LP173110-0","Document.TypeOfService","1","Consultation"
"34837-5","LP173061-5","Document.Setting","1","{Setting}"
"34837-5","LP173022-7","Document.SubjectMatterDomain","1","Respiratory therapy"
"34838-3","LP173418-7","Document.Kind","1","Note"
"34838-3","LP173061-5","Document.Setting","1","{Setting}"
"34838-3","LP173022-7","Document.SubjectMatterDomain","1","Respiratory therapy"
"34839-1","LP173418-7","Document.Kind","1","Note"
"34839-1","LP173110-0","Document.TypeOfService","1","Consultation"
"34839-1","LP173061-5","Document.Setting","1","{Setting}"
"34839-1","LP173023-5","Document.SubjectMatterDomain","1","Rheumatology"
"34840-9","LP173418-7","Document.Kind","1","Note"
"34840-9","LP173061-5","Document.Setting","1","{Setting}"
"34840-9","LP173023-5","Document.SubjectMatterDomain","1","Rheumatology"
"34841-7","LP173418-7","Document.Kind","1","Note"
"34841-7","LP173110-0","Document.TypeOfService","1","Consultation"
"34841-7","LP173061-5","Document.Setting","1","{Setting}"
"34841-7","LP173024-3","Document.SubjectMatterDomain","1","Social work"
"34843-3","LP173418-7","Document.Kind","1","Note"
"34843-3","LP173113-4","Document.TypeOfService","1","Group counseling"
"34843-3","LP173061-5","Document.Setting","1","{Setting}"
"34843-3","LP173024-3","Document.SubjectMatterDomain","1","Social work"
